"","player","i","pos","age","tm","g","mp_per_game","fg","fga","fgpercent","x3p","x3pa","x3ppercent","x2p","x2pa","x2ppercent","efgpercent","ft","fta","ftpercent","orb","drb","trb","ast","stl","blk","tov","pf","ps_g","mp_total","per","tspercent","x3par","ftr","orbpercent","drbpercent","astpercent","stlpercent","blkpercent","tovpercent","usgpercent","ows","dws","ws","ws_48","obpm","dbpm","vorp"
"797","Scottie Pippen",1994,"SF",28,"CHI",72,38.3,8.7,17.8,0.491,0.9,2.7,0.32,7.8,15,0.522,0.515,3.8,5.7,0.66,2.4,6.3,8.7,5.6,2.9,0.8,3.2,3.2,22,2759,23.2,0.544,0.154,0.32,7.3,19.4,24.6,4,1.4,13.7,27.1,5.2,6,11.2,0.194,4.5,3.8,7.2
"798","Scottie Pippen",1995,"SF",29,"CHI",79,38.2,8,16.7,0.48,1.4,4,0.345,6.6,12.7,0.523,0.522,4,5.6,0.716,2.2,5.9,8.1,5.2,2.9,1.1,3.4,3,21.4,3014,22.6,0.559,0.239,0.333,6.9,18.2,22.8,4,2.2,15.2,26.3,5.1,6.7,11.8,0.188,3.8,4,7.4
"799","Scottie Pippen",1996,"SF",30,"CHI",77,36.7,7.3,15.8,0.463,1.9,5.2,0.374,5.4,10.6,0.507,0.525,2.9,4.2,0.679,2,4.5,6.5,5.9,1.7,0.7,2.7,2.6,19.4,2825,21,0.551,0.33,0.266,6.3,14.2,25.2,2.5,1.5,13.2,24.4,7,5.3,12.3,0.209,4.6,2.2,6.3
"800","Scottie Pippen",1997,"SF",31,"CHI",82,37.7,7.9,16.7,0.474,1.9,5.2,0.368,6,11.5,0.522,0.531,2.5,3.5,0.701,2,4.5,6.5,5.7,1.9,0.5,2.6,2.6,20.2,3095,21.3,0.554,0.31,0.213,5.9,13.3,24.3,2.7,1.1,12.5,24.6,7.8,5.2,13.1,0.203,4.9,1.7,6.7
"801","Sean Elliott",1993,"SF",24,"SAS",70,37.2,6.4,13.1,0.491,0.5,1.5,0.356,5.9,11.6,0.509,0.511,3.8,4.8,0.795,1.2,3.4,4.6,3.8,1,0.4,2.2,1.9,17.2,2604,15.5,0.566,0.113,0.367,3.9,10,15.4,1.3,0.7,12.5,20.6,3.9,2.2,6.1,0.113,1.6,0,2.3
"802","Sean Elliott",1996,"SF",27,"SAS",77,37.7,6.8,14.6,0.466,2.1,5.1,0.411,4.7,9.5,0.495,0.537,4.2,5.5,0.771,0.9,4.2,5.1,2.7,0.9,0.4,2.6,2.3,20,2901,16.3,0.585,0.348,0.375,2.8,12.1,11.8,1.2,0.8,13.1,23.4,4.1,3.6,7.7,0.128,2,0,2.9
"803","Shaquille O'Neal",1993,"C",20,"ORL",81,37.9,9,16.1,0.562,0,0,0,9,16.1,0.563,0.562,5.3,8.9,0.592,4.2,9.6,13.8,1.9,0.7,3.5,3.8,4,23.4,3071,22.9,0.584,0.002,0.553,13.4,27.1,8.5,1,5.7,15.9,27,4.5,6,10.4,0.163,0.9,2.8,4.4
"804","Shaquille O'Neal",1994,"C",21,"ORL",81,39.8,11.8,19.6,0.599,0,0,0,11.8,19.6,0.6,0.599,5.8,10.5,0.554,4.7,8.5,13.2,2.4,0.9,2.9,2.7,3.5,29.3,3224,28.5,0.605,0.001,0.534,13.5,23.7,11,1.2,4.5,10.2,29,12.1,4.8,16.9,0.252,5.4,1.2,7.1
"805","Shaquille O'Neal",1995,"C",22,"ORL",79,37,11.8,20.2,0.583,0,0.1,0,11.8,20.1,0.585,0.583,5.8,10.8,0.533,4.2,7.3,11.5,2.7,0.9,2.4,2.6,3.3,29.3,2923,28.6,0.588,0.003,0.536,13.3,21.7,13.3,1.3,4.5,9.4,31.9,9.6,4.4,14,0.23,4.5,0.9,5.4
"806","Shaquille O'Neal",1996,"C",23,"ORL",54,36,11,19.1,0.573,0,0,0.5,10.9,19.1,0.573,0.574,4.6,9.5,0.487,3.4,7.7,11.1,2.9,0.6,2.1,2.9,3.6,26.6,1946,26.4,0.57,0.002,0.495,11.1,24.2,15.9,0.9,4.4,11,32.8,3.9,3,6.9,0.171,2.3,1.1,2.7
"807","Shaquille O'Neal",1998,"C",25,"LAL",60,36.3,11.2,19.1,0.584,0,0,0,11.2,19.1,0.584,0.584,6,11.4,0.527,3.5,7.9,11.4,2.4,0.7,2.4,2.9,3.2,28.3,2175,28.8,0.587,0,0.594,11.1,24,13.5,0.9,4.6,10.8,32.9,6.7,3.4,10.2,0.224,3.8,0.8,3.6
"808","Shaquille O'Neal",2000,"C",27,"LAL",79,40,12.1,21.1,0.574,0,0,0,12.1,21.1,0.575,0.574,5.5,10.4,0.524,4.3,9.4,13.7,3.8,0.5,3,2.8,3.2,29.7,3163,30.6,0.578,0.001,0.495,11.5,24.8,19.3,0.6,5.3,9.9,31.2,11.7,7,18.6,0.283,6.2,3.5,9.3
"809","Shaquille O'Neal",2003,"C",30,"LAL",67,37.8,10.4,18.1,0.574,0,0,0,10.4,18.1,0.574,0.574,6.7,10.8,0.622,3.9,7.2,11.1,3.1,0.6,2.4,2.9,3.4,27.5,2535,29.5,0.602,0,0.599,11.4,21.6,16.2,0.8,4.5,11.4,30.2,10.2,3,13.2,0.25,5.5,0.8,5.3
"810","Shaquille O'Neal",2004,"C",31,"LAL",67,36.8,8.3,14.1,0.584,0,0,0,8.3,14.1,0.584,0.584,4.9,10.1,0.49,3.7,7.8,11.5,2.9,0.5,2.5,2.9,3.4,21.5,2464,24.4,0.578,0,0.713,11.1,24.4,14.8,0.7,5,13.5,26.3,5.9,4,9.9,0.192,2.8,2.6,4.6
"811","Shaquille O'Neal",2005,"C",32,"MIA",73,34.1,9,15,0.601,0,0,0,9,15,0.601,0.601,4.8,10.5,0.461,3.5,6.9,10.4,2.7,0.5,2.3,2.8,3.6,22.9,2492,27,0.583,0,0.699,12.4,22.8,15.7,0.8,5,12.4,30.5,6.4,4.6,11,0.211,3.3,2.3,4.7
"812","Shaquille O'Neal",2006,"C",33,"MIA",59,30.6,8.1,13.6,0.6,0,0,0,8.1,13.6,0.6,0.6,3.7,8,0.469,2.9,6.3,9.2,1.9,0.4,1.8,2.8,3.9,20,1806,24.4,0.586,0,0.589,11.7,23.1,12.4,0.7,4.4,14.3,30,3.3,2.9,6.2,0.164,1.4,1.2,2.1
"813","Shaquille O'Neal",2007,"C",34,"MIA",40,28.4,7.1,12,0.591,0,0,0,7.1,12,0.591,0.591,3.1,7.4,0.422,2.4,5,7.4,2,0.2,1.4,2.4,3.5,17.3,1135,21.7,0.567,0,0.614,10.3,20.3,14.3,0.4,3.8,13.5,29.4,1.4,1.5,2.8,0.119,0.4,0.4,0.8
"814","Shaquille O'Neal",2009,"C",36,"PHO",75,30,6.8,11.2,0.609,0,0,0,6.8,11.2,0.61,0.609,4.1,6.9,0.595,2.5,5.9,8.4,1.7,0.7,1.4,2.2,3.4,17.8,2252,22.3,0.623,0.001,0.617,10.1,22.3,8.9,1.1,3.5,13.6,24.2,5.6,2.2,7.8,0.166,1.7,0.3,2.3
"815","Shareef Abdur-Rahim",2002,"PF",25,"ATL",77,38.7,7.8,16.8,0.461,0.3,0.9,0.3,7.5,15.9,0.47,0.469,5.4,6.8,0.801,2.6,6.5,9.1,3.1,1.3,1.1,3.2,2.8,21.2,2980,19.8,0.536,0.054,0.403,7.6,19.2,15.1,1.7,2,14.1,27,4.1,3.1,7.2,0.116,1.2,0.8,3
"816","Shawn Kemp",1993,"PF",23,"SEA",78,33.1,6.6,13.4,0.492,0,0.1,0,6.6,13.4,0.494,0.492,4.6,6.4,0.712,3.7,7,10.7,2,1.5,1.9,2.8,4.2,17.8,2582,20.4,0.547,0.004,0.48,12.8,25.1,8.8,2.3,3.8,14.6,24.2,4,5.1,9.1,0.169,0.7,2.5,3.4
"817","Shawn Kemp",1994,"PF",24,"SEA",79,32.9,6.7,12.5,0.538,0,0.1,0.25,6.7,12.5,0.54,0.539,4.6,6.2,0.741,3.9,6.8,10.7,2.6,1.8,2.1,3.3,3.9,18.1,2597,22.9,0.593,0.004,0.496,14.2,24.7,12.4,2.8,4.6,17.7,24.2,5.6,6,11.7,0.216,2.4,4.2,5.6
"818","Shawn Kemp",1995,"PF",25,"SEA",82,32.7,6.6,12.2,0.547,0,0.1,0.286,6.6,12.1,0.548,0.548,5.3,7.1,0.749,3.9,7,10.9,1.8,1.2,1.5,3.2,4.1,18.7,2679,21.7,0.61,0.007,0.587,14.4,25,8.8,1.9,3.5,17.1,24.4,5.9,4.7,10.6,0.19,1.4,1.8,3.5
"819","Shawn Kemp",1996,"PF",26,"SEA",79,33.3,6.7,11.9,0.561,0.1,0.2,0.417,6.6,11.7,0.563,0.564,6.2,8.4,0.742,3.5,7.9,11.4,2.2,1.2,1.6,4,3.8,19.6,2631,22.6,0.631,0.013,0.709,13,26.9,11.5,1.8,3.8,20.4,26.2,5.2,6.1,11.2,0.205,0.7,3.1,3.9
"820","Shawn Kemp",1997,"PF",27,"SEA",81,34,6.5,12.7,0.51,0.1,0.4,0.364,6.3,12.3,0.515,0.516,5.6,7.5,0.742,3.4,6.6,10,1.9,1.5,1,3.5,4,18.7,2750,20.7,0.583,0.032,0.59,12.1,23.3,10,2.4,2.5,17.7,26.3,4.6,5.4,10,0.174,0.3,1.7,2.8
"821","Shawn Kemp",1998,"PF",28,"CLE",80,34.6,6.5,14.6,0.445,0,0.1,0.25,6.5,14.5,0.446,0.446,5.1,7,0.727,2.7,6.6,9.3,2.5,1.4,1.1,3.4,3.9,18,2769,17.5,0.512,0.007,0.478,9.9,23,13.6,2.1,2.5,16.1,28,0.9,5.9,6.8,0.118,-1.2,2.8,2.5
"822","Shawn Marion",2003,"SF",24,"PHO",81,41.6,8.2,18.1,0.452,1.7,4.5,0.387,6.4,13.6,0.473,0.5,3.1,3.6,0.851,2.5,7.1,9.6,2.4,2.3,1.2,1.9,2.6,21.2,3373,21.3,0.538,0.248,0.201,6.6,19.4,10.4,2.9,2.1,9,23.3,7.3,5.8,13,0.186,3.2,2.3,6.4
"823","Shawn Marion",2005,"PF",26,"PHO",81,38.8,7.6,15.9,0.476,1.4,4.2,0.334,6.2,11.7,0.526,0.52,2.8,3.4,0.833,2.9,8.4,11.3,1.9,2,1.5,1.5,2.5,19.4,3146,21.7,0.556,0.265,0.213,8.4,22,7.5,2.6,2.5,8.1,21.3,7.3,5.2,12.5,0.191,2.7,2.2,5.5
"824","Shawn Marion",2006,"PF",27,"PHO",81,40.3,8.8,16.9,0.525,1.2,3.6,0.331,7.7,13.3,0.577,0.56,3,3.7,0.809,3.1,8.8,11.9,1.8,2,1.7,1.5,2.8,21.8,3263,23.6,0.591,0.212,0.218,8.7,23.6,6.8,2.5,2.9,7.7,22.3,8.6,5.9,14.6,0.214,2.9,2.3,5.9
"825","Shawn Marion",2007,"SF",28,"PHO",80,37.6,7,13.4,0.524,1,3.2,0.317,6,10.2,0.587,0.561,2.5,3.1,0.81,2.2,7.7,9.9,1.7,2,1.5,1.4,2.7,17.5,3010,20.8,0.594,0.235,0.232,7,22.6,6.7,2.6,2.8,8.8,19.3,6.7,5.3,12,0.191,2.4,3.2,5.7
"826","Sidney Moncrief",1982,"SG",24,"MIL",80,37.3,7,13.3,0.523,0,0.2,0.071,6.9,13.1,0.529,0.524,5.9,7.2,0.817,2.8,3.9,6.7,4.8,1.7,0.3,2.6,2.6,19.8,2980,20.1,0.601,0.013,0.539,8.8,11.6,18.1,2.2,0.4,13.7,21,8.9,4.5,13.4,0.216,4.2,1.3,5.6
"827","Sidney Moncrief",1983,"SG",25,"MIL",76,35.7,8,15.2,0.524,0,0.1,0.1,8,15.1,0.528,0.525,6.6,7.9,0.826,2.5,3.2,5.7,3.9,1.5,0.3,2.6,2.4,22.5,2710,22.6,0.602,0.009,0.522,8.2,9.5,16.9,2,0.5,12.2,24.7,9.7,3.5,13.2,0.233,5.4,0.3,5.3
"828","Sidney Moncrief",1984,"SG",26,"MIL",79,38.9,7.1,14.2,0.498,0.1,0.2,0.278,7,14,0.501,0.5,6.7,7.9,0.848,2.7,4,6.7,4.5,1.4,0.3,2.7,2.6,20.9,3075,19.8,0.591,0.016,0.555,8.3,11.1,17.1,1.7,0.5,13.4,22.2,8.4,4.2,12.7,0.198,3.8,1,5.3
"829","Sidney Moncrief",1985,"PG",27,"MIL",73,37.5,7.7,15.9,0.483,0.1,0.5,0.273,7.6,15.5,0.489,0.487,6.2,7.5,0.828,2,3.3,5.3,5.2,1.6,0.5,2.5,2.7,21.7,2734,20.1,0.565,0.028,0.472,6.1,9.8,20.1,2.1,0.8,11.6,23.6,7.3,3.9,11.2,0.197,3.7,1,4.6
"830","Sidney Moncrief",1986,"PG",28,"MIL",73,35.2,6.4,13.2,0.489,0.5,1.4,0.32,6,11.8,0.509,0.506,6.8,7.9,0.859,1.6,3,4.6,4.9,1.4,0.2,2.4,2.4,20.2,2567,20,0.604,0.107,0.603,5,9.4,19.2,1.9,0.4,12.5,21.8,8.3,3.4,11.7,0.219,4.6,0.4,4.6
"831","Sleepy Floyd",1987,"PG",26,"GSW",82,37.4,6.1,12.6,0.488,0.9,2.3,0.384,5.2,10.2,0.512,0.524,5.6,6.5,0.86,0.7,2.6,3.3,10.3,1.8,0.2,3.4,2.4,18.8,3064,20.2,0.608,0.184,0.521,2,7.7,38,2.2,0.3,18.1,20.3,8.3,1.7,10,0.157,4.3,-1.6,3.6
"832","Stephen Curry",2014,"PG",25,"GSW",78,36.5,8.4,17.7,0.471,3.3,7.9,0.424,5,9.8,0.509,0.566,3.9,4.5,0.885,0.6,3.7,4.3,8.5,1.6,0.2,3.8,2.5,24,2846,24.1,0.61,0.445,0.252,1.8,10.9,39.9,2.2,0.4,16.1,28.3,9.3,4,13.4,0.225,7.4,0,6.7
"833","Stephen Curry",2015,"PG",26,"GSW",80,32.7,8.2,16.8,0.487,3.6,8.1,0.443,4.6,8.7,0.528,0.594,3.9,4.2,0.914,0.7,3.6,4.3,7.7,2,0.2,3.1,2,23.8,2613,28,0.638,0.482,0.251,2.4,11.4,38.6,3,0.5,14.3,28.9,11.5,4.1,15.7,0.288,9.6,0.3,7.9
"834","Stephen Curry",2016,"PG",27,"GSW",79,34.2,10.2,20.2,0.504,5.1,11.2,0.454,5.1,9,0.566,0.63,4.6,5.1,0.908,0.9,4.6,5.5,6.7,2.1,0.2,3.3,2,30.1,2700,31.5,0.669,0.554,0.25,2.9,13.6,33.7,3,0.4,12.9,32.6,13.8,4.1,17.9,0.318,12.4,0.1,9.8
"835","Stephen Curry",2017,"PG",28,"GSW",79,33.4,8.5,18.3,0.468,4.1,10,0.411,4.4,8.3,0.537,0.58,4.1,4.6,0.898,0.8,3.7,4.5,6.6,1.8,0.2,3,2.3,25.3,2638,24.6,0.624,0.547,0.251,2.7,11.4,31.2,2.6,0.5,13,30.1,8.7,3.9,12.6,0.229,7.8,-0.4,6.2
"836","Stephen Curry",2018,"PG",29,"GSW",51,32,8.4,16.9,0.495,4.2,9.8,0.423,4.2,7.1,0.595,0.618,5.5,5.9,0.921,0.7,4.4,5.1,6.1,1.6,0.2,3,2.2,26.4,1631,28.2,0.675,0.58,0.35,2.7,14.4,30.3,2.4,0.4,13.3,31,7.2,1.8,9.1,0.267,9.9,-1.3,4.4
"837","Stephon Marbury",2001,"PG",23,"NJN",67,38.2,8.4,19.1,0.441,1.6,5,0.328,6.8,14.1,0.481,0.484,5.4,6.8,0.79,0.8,2.3,3.1,7.6,1.2,0.1,2.9,2.2,23.9,2557,22.7,0.54,0.262,0.359,2.3,7,40.8,1.6,0.1,11.8,29.7,7.2,0.7,7.8,0.147,7,-3.4,3.7
"838","Stephon Marbury",2003,"PG",25,"PHO",81,40,8.3,18.9,0.439,1.1,3.7,0.301,7.2,15.2,0.472,0.468,4.6,5.8,0.803,0.7,2.6,3.3,8.1,1.3,0.2,3.2,2.5,22.3,3240,20.1,0.52,0.193,0.305,1.8,7.4,36.6,1.7,0.5,13.2,27.7,7.1,2.5,9.6,0.142,4.1,-1.6,3.6
"839","Steve Francis",2002,"PG",24,"HOU",57,41.1,7.4,17.7,0.417,1.2,3.7,0.324,6.2,14,0.442,0.451,5.7,7.4,0.773,1.8,5.2,7,6.4,1.2,0.4,3.9,3,21.6,2343,19.1,0.517,0.209,0.419,4.9,14.8,29.1,1.6,0.7,15.6,28,3.2,1.2,4.4,0.091,3.2,-0.3,2.9
"840","Steve Francis",2003,"PG",25,"HOU",81,41,7,16.2,0.435,1,3,0.354,6,13.2,0.453,0.468,5.9,7.3,0.8,2,4.2,6.2,6.2,1.7,0.5,3.7,3.1,21,3318,20.6,0.541,0.183,0.454,5.7,11.5,28,2.3,0.9,16,26.1,7.4,3.7,11.1,0.16,4.1,0.8,5.8
"841","Steve Francis",2004,"PG",26,"HOU",79,40.4,5.7,14.1,0.403,0.9,3.2,0.292,4.8,11,0.435,0.436,4.3,5.5,0.775,1.5,4,5.5,6.2,1.8,0.4,3.7,3.3,16.6,3194,15.8,0.501,0.224,0.389,4.5,11.1,28.3,2.4,0.8,18.3,24,2.4,4.7,7.1,0.107,1,1.5,3.6
"842","Steve Nash",2002,"PG",27,"DAL",82,34.6,6.4,13.3,0.483,1.9,4.2,0.455,4.5,9.1,0.495,0.554,3.2,3.6,0.887,0.6,2.5,3.1,7.7,0.6,0,2.8,2,17.9,2837,20.7,0.602,0.315,0.269,2,7.9,36.1,1,0.1,15.8,23,9.5,0.3,9.9,0.167,5.4,-3.1,3.1
"843","Steve Nash",2003,"PG",28,"DAL",82,33.1,6.3,13.6,0.465,1.4,3.3,0.413,5,10.3,0.482,0.515,3.8,4.1,0.909,0.8,2.1,2.9,7.3,1,0.1,2.3,1.6,17.7,2711,22.6,0.576,0.241,0.304,2.6,7,36.3,1.6,0.2,13.2,24.4,9.7,1.9,11.6,0.206,5.5,-2.1,3.7
"844","Steve Nash",2005,"PG",30,"PHO",75,34.3,5.7,11.4,0.502,1.3,2.9,0.431,4.5,8.5,0.526,0.557,2.8,3.2,0.887,0.8,2.6,3.4,11.5,1,0.1,3.3,1.8,15.5,2573,22,0.606,0.254,0.278,2.5,7.6,49.2,1.4,0.2,20.3,20.5,9.7,1.2,10.9,0.203,4.5,-2.9,2.4
"845","Steve Nash",2006,"PG",31,"PHO",79,35.4,6.8,13.4,0.512,1.9,4.3,0.439,4.9,9,0.548,0.583,3.3,3.5,0.921,0.6,3.6,4.2,10.5,0.8,0.2,3.5,1.5,18.8,2796,23.3,0.632,0.324,0.264,1.9,11.1,44.4,1.1,0.3,19,23.3,10.3,2.1,12.4,0.212,5.4,-1.6,4
"846","Steve Nash",2008,"PG",33,"PHO",81,34.3,6,11.9,0.504,2.2,4.7,0.47,3.8,7.2,0.527,0.597,2.7,3,0.906,0.3,3.1,3.4,11.1,0.7,0.1,3.6,1.4,16.9,2780,21.1,0.641,0.396,0.255,1.2,9.6,47.3,0.9,0.1,21.6,22,9,1.4,10.5,0.181,4.8,-3.2,2.6
"847","Steve Nash",2010,"PG",35,"PHO",81,32.8,6.2,12.2,0.507,1.5,3.6,0.426,4.6,8.6,0.54,0.57,2.6,2.8,0.938,0.4,2.9,3.3,11,0.5,0.1,3.6,1.3,16.5,2660,21.6,0.615,0.295,0.228,1.5,9.4,50.9,0.8,0.3,21.4,22.9,9.1,0.8,9.9,0.178,4.9,-3.1,2.6
"848","Steve Nash",2012,"PG",37,"PHO",62,31.6,4.8,9,0.532,0.9,2.3,0.39,3.9,6.7,0.58,0.581,2,2.3,0.894,0.4,2.6,3,10.7,0.6,0.1,3.7,0.9,12.5,1961,20.3,0.625,0.254,0.256,1.5,9.1,53.1,1,0.3,27.1,19.6,5.2,0.6,5.9,0.144,2.9,-3.5,0.7
"849","Steve Smith",1998,"SG",28,"ATL",73,39.1,6.7,15.1,0.444,1.3,3.8,0.351,5.4,11.3,0.475,0.488,5.3,6.2,0.855,1.8,2.4,4.2,4,1,0.4,2.4,3,20.1,2857,18.8,0.563,0.251,0.413,5.7,7,18.4,1.4,0.7,11.9,23.9,8.4,1.8,10.2,0.171,4.5,-1.4,3.7
"850","Terrell Brandon",1996,"PG",25,"CLE",75,34.3,6.8,14.6,0.465,1.2,3.1,0.387,5.6,11.5,0.487,0.507,4.5,5.1,0.887,0.6,2.7,3.3,6.5,1.8,0.4,1.9,1.9,19.3,2570,25.2,0.573,0.214,0.348,2.4,10.6,38.1,3,1.1,10.1,27.6,9.5,3.1,12.7,0.237,6,-0.1,5.2
"851","Terrell Brandon",1997,"PG",26,"CLE",78,36.8,7.4,16.8,0.438,1.3,3.5,0.373,6.1,13.4,0.455,0.476,3.4,3.8,0.902,0.6,3.2,3.8,6.3,1.8,0.4,2.3,2.3,19.5,2868,21.5,0.526,0.206,0.226,2.1,11.7,35.6,2.8,0.9,11,28.3,6.2,4.7,10.8,0.181,3.8,0.8,4.8
"852","Terry Cummings",1985,"PF",23,"MIL",79,34.5,9.6,19.4,0.495,0,0,0,9.6,19.4,0.496,0.495,4.3,5.9,0.741,3.1,6,9.1,2.9,1.5,0.8,2.4,3.3,23.6,2722,22.1,0.536,0.001,0.302,10,19.1,13.5,2.1,1.5,9.9,28.8,5.6,5.1,10.7,0.189,2.6,1.2,4
"853","Terry Cummings",1989,"SF",27,"MIL",80,35.3,9.1,19.5,0.467,0.1,0.2,0.467,9,19.4,0.467,0.469,4.5,5.8,0.787,3.5,4.6,8.1,2.5,1.3,0.9,2.5,3.3,22.9,2824,19.7,0.518,0.01,0.294,11.3,15.3,11.7,1.8,1.6,10.2,28.9,4.2,3.5,7.7,0.131,1.6,0,2.6
"854","Terry Porter",1991,"PG",27,"POR",81,32.9,6,11.7,0.515,1.6,3.9,0.415,4.4,7.8,0.564,0.584,3.4,4.2,0.823,0.6,2.8,3.4,8,2,0.1,2.3,1.9,17,2665,21.7,0.632,0.332,0.359,2.2,9.4,34,2.8,0.3,14.7,19.6,9.2,3.9,13,0.235,5.9,0.3,5.5
"855","Terry Porter",1993,"PG",29,"POR",81,35.6,6.2,13.7,0.454,1.8,4.3,0.414,4.4,9.4,0.472,0.519,4,4.8,0.843,0.7,3.2,3.9,5.2,1.2,0.1,2.5,1.5,18.2,2883,17,0.577,0.311,0.35,2.1,10.1,21.7,1.7,0.2,13.5,21.1,5.7,3.1,8.8,0.147,2.9,-0.5,3.2
"856","Tim Duncan",1998,"PF",21,"SAS",82,39.1,8.6,15.7,0.549,0,0.1,0,8.6,15.6,0.553,0.549,3.9,5.9,0.662,3.3,8.6,11.9,2.7,0.7,2.5,3.4,3.1,21.1,3204,22.6,0.577,0.008,0.375,10.5,23.8,13.7,0.9,4.5,15.7,26,5.6,7.2,12.8,0.192,1.8,3.7,6
"857","Tim Duncan",2000,"PF",23,"SAS",74,38.9,8.5,17.3,0.49,0,0.1,0.091,8.5,17.2,0.494,0.491,6.2,8.1,0.761,3.5,8.9,12.4,3.2,0.9,2.2,3.3,2.8,23.2,2875,24.8,0.555,0.009,0.471,10.8,24.8,15.5,1.2,4,13.5,28.7,6.7,6.4,13,0.218,2.6,3.5,5.9
"858","Tim Duncan",2001,"PF",24,"SAS",82,38.7,8.6,17.1,0.499,0.1,0.3,0.259,8.5,16.8,0.504,0.502,5,8.1,0.618,3.2,9,12.2,3,0.9,2.3,3,3,22.2,3174,23.8,0.536,0.019,0.471,9.7,25.1,15.3,1.2,4.2,12.5,28.7,6.2,7.1,13.2,0.2,1.8,3.6,5.9
"859","Tim Duncan",2002,"PF",25,"SAS",82,40.6,9.3,18.3,0.508,0,0.1,0.1,9.3,18.2,0.511,0.508,6.8,8.5,0.799,3.3,9.4,12.7,3.7,0.7,2.5,3.2,2.6,25.5,3329,27,0.576,0.007,0.466,9.6,25.9,18.3,1,4.3,12.7,29,10.7,7.1,17.8,0.257,3.9,3.8,8.1
"860","Tim Duncan",2003,"PF",26,"SAS",81,39.3,8.8,17.2,0.513,0.1,0.3,0.273,8.7,16.9,0.517,0.515,5.6,7.8,0.71,3.2,9.7,12.9,3.9,0.7,2.9,3.1,2.9,23.3,3181,26.9,0.564,0.016,0.455,9.9,27.3,19.5,0.9,5.2,12.9,28,9.5,6.9,16.5,0.248,3.3,4.2,7.6
"861","Tim Duncan",2004,"PF",27,"SAS",69,36.6,8.6,17.1,0.501,0,0.2,0.167,8.6,16.9,0.505,0.502,5.1,8.5,0.599,3.3,9.2,12.5,3.1,0.9,2.7,2.7,2.4,22.3,2527,27.1,0.534,0.01,0.498,10.2,27.6,17.4,1.3,5.3,11.3,29.7,5.9,7.2,13.1,0.249,2.4,4.9,5.9
"862","Tim Duncan",2005,"PF",28,"SAS",66,33.4,7.8,15.8,0.496,0,0.1,0.333,7.8,15.7,0.498,0.498,4.6,6.9,0.67,3.1,8,11.1,2.7,0.7,2.6,1.9,2.2,20.3,2203,27,0.54,0.009,0.437,10.7,28.2,16.1,1.1,5.7,9.3,28.9,5.5,5.7,11.2,0.245,1.9,4.5,4.7
"863","Tim Duncan",2006,"PF",29,"SAS",80,34.8,7.2,14.8,0.484,0,0.1,0.4,7.2,14.8,0.485,0.485,4.2,6.7,0.629,2.9,8.1,11,3.2,0.9,2,2.5,2.7,18.6,2784,23.1,0.523,0.004,0.45,10.1,26.9,16.5,1.4,4.2,12.2,27.7,3.9,6.9,10.8,0.187,0.2,4.3,4.6
"864","Tim Duncan",2007,"C",30,"SAS",80,34.1,7.7,14.1,0.546,0,0.1,0.111,7.7,14,0.55,0.547,4.5,7.1,0.637,2.7,7.9,10.6,3.4,0.8,2.4,2.8,2.5,20,2726,26.1,0.579,0.008,0.502,9.8,27,18.8,1.3,5.1,14,27.9,6.3,6.8,13,0.23,2,5.1,6.3
"865","Tim Duncan",2008,"C",31,"SAS",78,34,7.5,15.1,0.497,0,0.1,0,7.5,15.1,0.498,0.497,4.3,5.9,0.73,3,8.3,11.3,2.8,0.7,1.9,2.3,2.4,19.3,2651,24.4,0.546,0.003,0.393,10.7,28.3,15.7,1.1,4.3,11.4,28.2,4.9,6.2,11.1,0.201,0.7,4.1,4.5
"866","Tim Duncan",2009,"C",32,"SAS",75,33.7,7.4,14.8,0.504,0,0,0,7.4,14.7,0.505,0.504,4.5,6.4,0.692,2.7,8,10.7,3.5,0.5,1.7,2.2,2.3,19.3,2524,24.4,0.549,0.002,0.436,9.6,27.9,19.3,0.8,3.7,11.1,28.5,5,5,10.1,0.191,1.1,3.5,4.2
"867","Tim Duncan",2010,"C",33,"SAS",78,31.3,7.2,13.9,0.518,0,0.1,0.182,7.2,13.7,0.522,0.519,3.5,4.8,0.725,2.8,7.3,10.1,3.2,0.6,1.5,1.8,1.9,17.9,2438,24.7,0.56,0.01,0.346,10.8,26.8,17.8,1,3.5,10.1,26,6.4,4.5,10.9,0.215,2.4,3.2,4.7
"868","Tim Duncan",2011,"C",34,"SAS",76,28.4,5.5,11,0.5,0,0.1,0,5.5,11,0.502,0.5,2.4,3.4,0.716,2.2,6.7,8.9,2.7,0.7,1.9,1.6,1.6,13.4,2156,21.9,0.537,0.005,0.307,9.3,26.8,15.7,1.2,4.8,11.4,22.9,3.7,4,7.7,0.171,-0.1,3.9,3.2
"869","Tim Duncan",2013,"C",36,"SAS",69,30.1,7.1,14.1,0.502,0,0.1,0.286,7.1,14,0.504,0.503,3.6,4.3,0.817,1.8,8.1,9.9,2.7,0.7,2.7,2.1,1.7,17.8,2078,24.4,0.554,0.007,0.307,7.3,29.6,15.5,1.2,6.4,11.7,27.8,3.4,4.9,8.3,0.191,-0.5,4.6,3.2
